company,location,us_state,country,continent,total_laid_off,date_layoffs,pct_workforce,industry,stage,funds_raised_mil,year,layoff_year,layoff_month,layoff_quarter,company_size_category,department,severance_weeks,ai_related,reason,data_source
Fiverr,Tel Aviv,non,Israel,Asia,250,2025-09-15,30.0,Freelance services marketplace,,,2025,2025,2025-09,2025-Q3,Mid-size (100-999),,,,,main
Porter,Bengaluru,Karnataka,India,Asia,350,2025-11-04,18.0,Logistic,,,2025,2025,2025-11,2025-Q4,Mid-size (100-999),,,,,main
Playtika,Herzliya,non,Israel,Asia,800,2025-11-17,20.0,Computer Games,,,2025,2025,2025-11,2025-Q4,Mid-size (100-999),,,,,main
Mobileye,Jerusalem,non,Israel,Asia,200,2025-12-08,4.0,Autonomous-driving vehicles,,,2025,2025,2025-12,2025-Q4,Mid-size (100-999),,,,,main
Tenstorrent,Toronto,Ontario,Canada,North America,75,2025-12-09,7.5,AI chip startup,,,2025,2025,2025-12,2025-Q4,Small (<100),,,,,main
Sapiens,Holon,,Israel,Asia,700,2025-12-28,15.0,Insurance Software Solutions,,,2025,2025,2025-12,2025-Q4,Mid-size (100-999),,,,,main
Snorkel AI,Redwood City,California,United States,North America,31,2025-09-21,13.0,Software Development,,,2025,2025,2025-09,2025-Q3,Small (<100),,,,,main
AccelerEd,Bethesda,Maryland,United States,North America,108,2025-10-15,100.0,Higher Education Industry,,,2025,2025,2025-10,2025-Q4,Mid-size (100-999),,,,,main
Ludeo,El Segundo,California,United States,North America,25,2025-10-20,50.0,Computer Games,,,2025,2025,2025-10,2025-Q4,Small (<100),,,,,main
Kape Technologies,London,England,United Kingdom,Europe,200,2023-07-30,30.0,Security,Post-IPO,188.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
Kwalee,Leamington Spa,England,United Kingdom,Europe,40,2024-04-16,10.0,Gaming,Unknown,,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
TrueLayer,London,England,United Kingdom,Europe,71,2024-11-15,25.0,Finance,Series E,321.0,2024,2024,2024-11,2024-Q4,Small (<100),,,,,main
OneWeb,London,England,United Kingdom,Europe,451,2020-03-27,85.0,Aerospace,Unknown,,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Revolut,London,England,United Kingdom,Europe,60,2020-05-11,3.0,Finance,Series D,837.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Monzo,London,England,United Kingdom,Europe,120,2020-06-03,8.0,Finance,Series F,324.0,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Pollen,London,England,United Kingdom,Europe,200,2022-05-10,33.0,Travel,Series C,238.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Curve,London,England,United Kingdom,Europe,65,2022-06-01,10.0,Finance,Series C,182.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Impala,London,England,United Kingdom,Europe,30,2022-06-01,35.0,Travel,Series B,32.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Checkout.com,London,England,United Kingdom,Europe,100,2022-09-13,5.0,Finance,Series D,1800.0,2022,2022,2022-09,2022-Q3,Mid-size (100-999),,,,,main
InfoSum,London,England,United Kingdom,Europe,20,2022-10-19,12.0,Security,Series B,88.0,2022,2022,2022-10,2022-Q4,Small (<100),,,,,main
Sophos,Oxford,England,United Kingdom,Europe,450,2023-01-18,10.0,Security,Acquired,125.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Zepz,London,England,United Kingdom,Europe,420,2023-05-16,26.0,Finance,Series E,700.0,2023,2023,2023-05,2023-Q2,Mid-size (100-999),,,,,main
FNZ,London,England,United Kingdom,Europe,1000,2023-07-06,15.0,Finance,Private Equity,,2023,2023,2023-07,2023-Q3,"Large (1,000-4,999)",,,,,main
Getir,London,England,United Kingdom,Europe,2500,2023-08-22,11.0,Food,Series E,1800.0,2023,2023,2023-08,2023-Q3,"Large (1,000-4,999)",,,,,main
Zepz,London,England,United Kingdom,Europe,30,2023-11-30,2.0,Finance,Series E,700.0,2023,2023,2023-11,2023-Q4,Small (<100),,,,,main
Stability AI,London,England,United Kingdom,Europe,20,2024-04-18,10.0,AI,Unknown,174.0,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
RiseUp,London,England,United Kingdom,Europe,50,2024-04-30,50.0,Fintech,Series B,30.0,2024,2024,2024-04,2024-Q2,Small (<100),,,,,main
Octopus Ventures,London,England,United Kingdom,Europe,8,2024-06-25,16.0,Finance,Unknown,,2024,2024,2024-06,2024-Q2,Small (<100),,,,,main
Blockchain.com,London,England,United Kingdom,Europe,150,2022-07-21,25.0,Crypto,Series D,490.0,2022,2022,2022-07,2022-Q3,Mid-size (100-999),,,,,main
Blockchain.com,London,England,United Kingdom,Europe,110,2023-01-12,28.0,Crypto,Series D,490.0,2023,2023,2023-01,2023-Q1,Mid-size (100-999),,,,,main
Redbubble,Melbourne,Victoria,Australia,Oceana,70,2023-05-10,23.0,E-Commerce,Post-IPO,55.0,2023,2023,2023-05,2023-Q2,Small (<100),,,,,main
Copia,Nairobi,non,Kenya,Africa,350,2023-07-26,25.0,E-Commerce,Series C,103.0,2023,2023,2023-07,2023-Q3,Mid-size (100-999),,,,,main
Omuni,Bengaluru,Karnataka,India,Asia,60,2023-08-30,35.0,E-Commerce,Acquired,10.0,2023,2023,2023-08,2023-Q3,Small (<100),,,,,main
ManoMano,Paris,non,France,Europe,230,2023-10-18,25.0,E-Commerce,Series F,705.0,2023,2023,2023-10,2023-Q4,Mid-size (100-999),,,,,main
Udaan,Bengaluru,Karnataka,India,Asia,100,2023-12-18,10.0,E-Commerce,Unknown,,2023,2023,2023-12,2023-Q4,Mid-size (100-999),,,,,main
Lazada Group,Singapore,non,Singapore,Asia,100,2024-01-03,30.0,E-Commerce,Acquired,7.0,2024,2024,2024-01,2024-Q1,Mid-size (100-999),,,,,main
Trigo,Tel Aviv,non,Israel,Asia,30,2024-01-04,15.0,E-Commerce,Series C,199.0,2024,2024,2024-01,2024-Q1,Small (<100),,,,,main
Flipkart,Bengaluru,Karnataka,India,Asia,1100,2024-01-08,5.0,E-Commerce,Acquired,13.0,2024,2024,2024-01,2024-Q1,"Large (1,000-4,999)",,,,,main
Inspirato,Denver,Colorado,United States,North America,130,2020-03-16,22.0,Travel,Series C,79.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Remote Year,Chicago,Illinois,United States,North America,50,2020-03-19,50.0,Travel,Series B,17.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Flywheel Sports,New York City,New York,United States,North America,784,2020-03-20,98.0,Fitness,Acquired,120.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Compass,New York City,New York,United States,North America,375,2020-03-23,15.0,Real Estate,Series G,1600.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Convene,New York City,New York,United States,North America,150,2020-03-23,18.0,Real Estate,Series D,280.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
GrayMeta,Los Angeles,California,United States,North America,20,2020-03-23,40.0,Data,Unknown,7.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Ladder Life,Palo Alto,California,United States,North America,13,2020-03-23,25.0,Finance,Series C,94.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Triplebyte,San Francisco,California,United States,North America,15,2020-03-23,17.0,HR,Series B,48.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Loftsmart,New York City,New York,United States,North America,25,2020-03-30,75.0,Real Estate,Series A,18.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
PeerStreet,Los Angeles,California,United States,North America,51,2020-03-30,30.0,Finance,Series C,110.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
RigUp,Austin,Texas,United States,North America,120,2020-03-30,25.0,Energy,Series D,423.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Thumbtack,San Francisco,California,United States,North America,250,2020-03-30,30.0,Consumer,Series F,423.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Rover,Seattle,Washington,United States,North America,194,2020-03-31,41.0,Consumer,Series G,310.0,2020,2020,2020-03,2020-Q1,Mid-size (100-999),,,,,main
Zenoti,Seattle,Washington,United States,North America,17,2020-03-31,4.0,Fitness,Series C,91.0,2020,2020,2020-03,2020-Q1,Small (<100),,,,,main
Earnin,Palo Alto,California,United States,North America,50,2020-04-01,20.0,Finance,Series C,190.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Wonolo,San Francisco,California,United States,North America,46,2020-04-01,13.0,HR,Series C,52.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
ClassPass,New York City,New York,United States,North America,154,2020-04-02,22.0,Fitness,Series E,549.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Coding Dojo,Seattle,Washington,United States,North America,7,2020-04-02,7.0,Education,Unknown,2.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Dynamic Signal,San Bruno,California,United States,North America,35,2020-04-02,19.0,HR,Series E,114.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Industrious,New York City,New York,United States,North America,90,2020-04-02,20.0,Real Estate,Series D,222.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Jobcase,Boston,Massachusetts,United States,North America,39,2020-04-02,20.0,HR,Private Equity,118.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Katerra,Menlo Park,California,United States,North America,240,2020-04-02,3.0,Construction,Series D,1200.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
MindBody,San Luis Obispo,California,United States,North America,700,2020-04-02,35.0,Fitness,Post-IPO,114.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Astra,Alameda,California,United States,North America,40,2020-04-05,25.0,Aerospace,Unknown,100.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Cogito,Boston,Massachusetts,United States,North America,24,2020-04-06,14.0,Support,Series C,92.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Metromile,San Francisco,California,United States,North America,100,2020-04-06,33.0,Finance,Series E,293.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
PerkSpot,Chicago,Illinois,United States,North America,10,2020-04-06,10.0,HR,Private Equity,50.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
ezCater,Boston,Massachusetts,United States,North America,400,2020-04-07,44.0,Food,Series D,319.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Redfin,Seattle,Washington,United States,North America,236,2020-04-07,7.0,Real Estate,Post-IPO,319.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Toast,Boston,Massachusetts,United States,North America,1300,2020-04-07,50.0,Food,Series F,902.0,2020,2020,2020-04,2020-Q2,"Large (1,000-4,999)",,,,,main
Eden / Managed …,New York City,New York,United States,North America,40,2020-04-08,40.0,Real Estate,Series B,40.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Eventbrite,San Francisco,California,United States,North America,500,2020-04-08,45.0,Consumer,Post-IPO,332.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Instamojo,Bengaluru,Karnataka,India,Asia,6,2020-04-02,6.0,Finance,Unknown,8.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Lever,San Francisco,California,United States,North America,86,2020-04-08,40.0,HR,Series C,72.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Spyce,Boston,Massachusetts,United States,North America,4,2020-04-08,12.0,Food,Series A,26.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Unison,San Francisco,California,United States,North America,89,2020-04-08,45.0,Finance,Series B,40.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Clinc,Ann Arbor,Michigan,United States,North America,40,2020-04-09,32.0,Support,Series B,59.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Code42,Minneapolis,Minnesota,United States,North America,25,2020-04-09,5.0,Data,Series B,138.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Envoy,San Francisco,California,United States,North America,58,2020-04-14,30.0,HR,Series B,59.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
VSCO,Oakland,California,United States,North America,45,2020-04-14,35.0,Consumer,Series B,90.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Carta,San Francisco,California,United States,North America,161,2020-04-15,16.0,Finance,Series E,447.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
GoPro,San Mateo,California,United States,North America,200,2020-04-15,20.0,Consumer,Post-IPO,288.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Opendoor,San Francisco,California,United States,North America,600,2020-04-15,35.0,Real Estate,Series E,1500.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Parsable,San Francisco,California,United States,North America,40,2020-04-15,25.0,HR,Series C,72.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Zume,Camarillo,California,United States,North America,200,2020-04-15,67.0,Food,Unknown,423.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Greenhouse,New York City,New York,United States,North America,120,2020-04-17,28.0,HR,Series D,110.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Sweetgreen,Los Angeles,California,United States,North America,35,2020-04-17,10.0,Food,Series I,478.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Tor,Boston,Massachusetts,United States,North America,13,2020-04-17,37.0,Security,Unknown,1.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Houzz,Palo Alto,California,United States,North America,155,2020-04-21,10.0,Consumer,Series E,613.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Jiobit,Chicago,Illinois,United States,North America,6,2020-04-24,21.0,Consumer,Unknown,12.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Lighter Capital,Seattle,Washington,United States,North America,18,2020-04-24,22.0,Finance,Series B,15.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Submittable,Missoula,Montana,United States,North America,30,2020-04-25,20.0,Other,Series B,17.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Automation Anything,San Jose,California,United States,North America,260,2020-04-27,10.0,Other,Series B,840.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
JetClosing,Seattle,Washington,United States,North America,20,2020-04-27,20.0,Real Estate,Series A,24.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
App Annie,San Francisco,California,United States,North America,80,2020-04-28,18.0,Data,Unknown,156.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
PayJoy,San Francisco,California,United States,North America,27,2020-04-28,25.0,Finance,Series B,71.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
TripAdvisor,Boston,Massachusetts,United States,North America,900,2020-04-28,25.0,Travel,Post-IPO,3.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Kayak / OpenTable,Stamford,Connecticut,United States,North America,160,2020-04-29,8.0,Travel,Acquired,229.0,2020,2020,2020-04,2020-Q2,Mid-size (100-999),,,,,main
Namely,New York City,New York,United States,North America,110,2020-05-01,40.0,HR,Series E,217.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Sandbox VR,San Francisco,California,United States,North America,80,2020-05-01,80.0,Consumer,Series A,82.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Zeus Living,San Francisco,California,United States,North America,73,2020-05-12,50.0,Real Estate,Series B,79.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Kickstarter,New York City,New York,United States,North America,25,2020-05-13,18.0,Finance,Unknown,10.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Lattice,San Francisco,California,United States,North America,16,2020-05-15,10.0,HR,Series C,49.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Intercom,San Francisco,California,United States,North America,39,2020-05-20,6.0,Support,Series D,240.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
SoFi,San Francisco,California,United States,North America,112,2020-05-20,7.0,Finance,Private Equity,2500.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Stay Alfred,Spokane,Washington,United States,North America,221,2020-05-20,100.0,Travel,Series B,62.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Glitch,New York City,New York,United States,North America,18,2020-05-21,36.0,Product,Series A,30.0,2020,2020,2020-05,2020-Q2,Small (<100),,,,,main
Bluprint,Denver,Colorado,United States,North America,137,2020-05-26,100.0,Education,Acquired,108.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Instructure,Salt Lake City,Utah,United States,North America,150,2020-05-27,12.0,Education,Acquired,89.0,2020,2020,2020-05,2020-Q2,Mid-size (100-999),,,,,main
Splunk,San Jose,California,United States,North America,70,2020-06-16,1.0,Data,Post-IPO,40.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Intuit,Mountain View,California,United States,North America,715,2020-06-22,7.0,Finance,Post-IPO,18.0,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Dark,San Francisco,California,United States,North America,6,2020-06-23,100.0,Product,Seed,3.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
ScaleFactor,Austin,Texas,United States,North America,90,2020-06-23,90.0,Finance,Series C,103.0,2020,2020,2020-06,2020-Q2,Small (<100),,,,,main
Sonos,New York City,New York,United States,North America,174,2020-06-24,12.0,Consumer,Post-IPO,455.0,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Katerra,Menlo Park,California,United States,North America,400,2020-06-29,7.0,Construction,Series E,1300.0,2020,2020,2020-06,2020-Q2,Mid-size (100-999),,,,,main
Lighter Capital,Seattle,Washington,United States,North America,22,2020-07-20,49.0,Finance,Series B,15.0,2020,2020,2020-07,2020-Q3,Small (<100),,,,,main
LinkedIn,Sunnyvale,California,United States,North America,960,2020-07-21,6.0,HR,Acquired,154.0,2020,2020,2020-07,2020-Q3,Mid-size (100-999),,,,,main
Checkr,San Francisco,California,United States,North America,64,2020-07-23,12.0,HR,Series D,309.0,2020,2020,2020-07,2020-Q3,Small (<100),,,,,main
Procore,Los Angeles,California,United States,North America,180,2020-07-28,9.0,Construction,Unknown,649.0,2020,2020,2020-07,2020-Q3,Mid-size (100-999),,,,,main
Zillow,Seattle,Washington,United States,North America,2000,2021-11-02,25.0,Real Estate,Post-IPO,97.0,2021,2021,2021-11,2021-Q4,"Large (1,000-4,999)",,,,,main
BitTitan,Seattle,Washington,United States,North America,70,2021-11-18,27.0,Data,Acquired,46.0,2021,2021,2021-11,2021-Q4,Small (<100),,,,,main
Better.com,New York City,New York,United States,North America,900,2021-12-01,9.0,Real Estate,Unknown,905.0,2021,2021,2021-12,2021-Q4,Mid-size (100-999),,,,,main
Glossier,New York City,New York,United States,North America,80,2022-01-26,33.0,Consumer,Series E,266.0,2022,2022,2022-01,2022-Q1,Small (<100),,,,,main
Gopuff,Philadelphia,Pennsylvania,United States,North America,100,2022-01-26,0.7,Food,Series H,3400.0,2022,2022,2022-01,2022-Q1,Mid-size (100-999),,,,,main
Rhino,New York City,New York,United States,North America,57,2022-02-03,20.0,Real Estate,Unknown,133.0,2022,2022,2022-02,2022-Q1,Small (<100),,,,,main
Peloton,New York City,New York,United States,North America,2800,2022-02-08,20.0,Fitness,Post-IPO,1900.0,2022,2022,2022-02,2022-Q1,"Large (1,000-4,999)",,,,,main
Daily Harvest,New York City,New York,United States,North America,60,2022-02-10,20.0,Food,Series D,120.0,2022,2022,2022-02,2022-Q1,Small (<100),,,,,main
Homie,Salt Lake City,Utah,United States,North America,119,2022-02-14,29.0,Real Estate,Series B,35.0,2022,2022,2022-02,2022-Q1,Mid-size (100-999),,,,,main
Hyperscience,New York City,New York,United States,North America,100,2022-03-03,25.0,Data,Series E,289.0,2022,2022,2022-03,2022-Q1,Mid-size (100-999),,,,,main
Picsart,Miami,Florida,United States,North America,90,2022-05-17,8.0,Consumer,Series C,195.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Latch,New York City,New York,United States,North America,130,2022-05-20,28.0,Security,Post-IPO,342.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Skillz,San Francisco,California,United States,North America,70,2022-05-20,10.0,Consumer,Post-IPO,287.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Airtime,New York City,New York,United States,North America,30,2022-05-23,20.0,Consumer,Series B,33.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
ClickUp,San Diego,California,United States,North America,60,2022-05-23,7.0,Other,Series C,537.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Bolt,San Francisco,California,United States,North America,240,2022-05-25,27.0,Finance,Series E,1300.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Coterie Insurance,Cincinnati,Ohio,United States,North America,30,2022-05-25,20.0,Finance,Series B,70.0,2022,2022,2022-05,2022-Q2,Small (<100),,,,,main
Lacework,Mountain View,California,United States,North America,300,2022-05-25,20.0,Security,Series D,1900.0,2022,2022,2022-05,2022-Q2,Mid-size (100-999),,,,,main
Sonder,San Francisco,California,United States,North America,250,2022-06-08,21.0,Travel,Post-IPO,839.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Freshbooks,Toronto,Ontario,Canada,North America,38,2020-04-21,9.0,Finance,Series B,75.0,2020,2020,2020-04,2020-Q2,Small (<100),,,,,main
Hologram,Chicago,Illinois,United States,North America,80,2022-06-09,40.0,Infrastructure,Series B,82.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
OneTrust,Atlanta,Georgia,United States,North America,950,2022-06-09,25.0,Security,Series C,926.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Preply,Boston,Massachusetts,United States,North America,26,2022-06-09,5.0,Education,Series C,100.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Albert,Los Angeles,California,United States,North America,20,2022-06-10,8.0,Finance,Series C,175.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Studio,San Francisco,California,United States,North America,33,2022-06-13,40.0,Education,Series B,50.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Compass,New York City,New York,United States,North America,450,2022-06-14,10.0,Real Estate,Post-IPO,,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Redfin,Seattle,Washington,United States,North America,470,2022-06-14,8.0,Real Estate,Post-IPO,319.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Notarize,Boston,Massachusetts,United States,North America,110,2022-06-15,25.0,Legal,Series D,213.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
Tonkean,Palo Alto,California,United States,North America,23,2022-06-15,23.0,Other,Series B,83.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Weee!,Fremont,California,United States,North America,150,2022-06-15,10.0,Food,Series E,863.0,2022,2022,2022-06,2022-Q2,Mid-size (100-999),,,,,main
JOKR,New York City,New York,United States,North America,50,2022-06-16,5.0,Food,Series B,430.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Zumper,San Francisco,California,United States,North America,45,2022-06-16,15.0,Real Estate,Series D,178.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
Finite State,Columbus,Ohio,United States,North America,16,2022-06-17,20.0,Security,Series B,49.0,2022,2022,2022-06,2022-Q2,Small (<100),,,,,main
